Title,Description_1,Description_2,Price,Image_urls
Striped Handwoven Flared Godet Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton (South Cotton) - Yarn Dyed, Hand Woven in Chinnalapatti (Tamil Nadu),This is a lined garment,Pattern: Solid, Stripes,Color: Mustard,Style: Godet, Flared,Length: Mid-Thigh Length,Mid Rise waist,Waistbandless,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Loose Fit,Concealed Zip at left","4,180","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-538822_160x.jpg?v=1625990161,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-546514_160x.jpg?v=1625990161,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-698573_160x.jpg?v=1625990161,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-662355_160x.jpg?v=1625990161,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-178092_160x.jpg?v=1625990161,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-621927_160x.jpg?v=1625990161"
Aqua Blue Hand Tie Dyed Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Tie Dye,Primary Fabric: 100% Cotton - Hand Tie Dyed in Sanganer (Rajasthan),This is a lined garment,Pattern: Solid, Stripes,Color: Blue,Button Type: Shell,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at both sides","3,390","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-411870_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-570714_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-751966_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-718582_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-521735_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-238076_160x.jpg?v=1626187030,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-184257_160x.jpg?v=1626187030"
Teal Mid-Rise Cotton Straight Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Teal,Style: Straight ,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at Waist","1,880","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-446270_160x.jpg?v=1611242457,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-809234_160x.jpg?v=1611242457,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-735686_160x.jpg?v=1611242457,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-536374_160x.jpg?v=1611242457,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-317077_160x.jpg?v=1611242457"
Powder Blue Checkered Handspun Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Muslin - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),This is a lined garment,Pattern: Checks,Color: Powder Blue, White,Style: Straight ,Length: Mid-Thigh Length,High Rise waist,Half Elasticated Waist, Attached Belt at Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Translucent,Comfort Fit,Tie-Up at front","4,840","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-428206_160x.jpg?v=1625992472,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-240981_160x.jpg?v=1625992472,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-686367_160x.jpg?v=1625992472,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-530598_160x.jpg?v=1625992472,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-109983_160x.jpg?v=1625992472,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-523607_160x.jpg?v=1625992472"
Vegetable Dyed Off-White Paneled Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu),Pattern: Checks,Color: Off-white, Pink,Style: Paneled,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit","3,940","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-120047_160x.jpg?v=1626283687,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-297253_160x.jpg?v=1626283687,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-278679_160x.jpg?v=1626283687,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-215418_160x.jpg?v=1626283687,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-377677_160x.jpg?v=1626283687"
Natural Dyed Mid Rise Dabu Printed Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Dabu Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,Pattern: Floral, Contemporary,Color: Indigo,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Patch Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Cord Piping ","2,820","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-668532_160x.jpg?v=1626084919,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-799415_160x.jpg?v=1626084919,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-918230_160x.jpg?v=1626084919,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-237455_160x.jpg?v=1626084919,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-266670_160x.jpg?v=1626084919"
White Short Crinkled Cotton Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Crinkled,This is a lined garment,Pattern: Solid,Color: Off-white,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist, Attached Belt at Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit","4,000","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-679340_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-166598_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-268133_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-244886_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-892179_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-577404_160x.jpg?v=1625993784,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-717647_160x.jpg?v=1625993784"
Khaki Vegetable Dyed Handspun Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu),Pattern: Solid,Color: Khaki Green,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist, Attached Belt at Waist,This garment has Patch Pocket, Mobile Pocket,Number of Pockets: 4,Garment Transparency: Opaque,Comfort Fit,Contrast Top Stitch ","4,670","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-683178_160x.jpg?v=1626083172,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-974820_160x.jpg?v=1626083172,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-725976_160x.jpg?v=1626083172,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-401467_160x.jpg?v=1626083172,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-346326_160x.jpg?v=1626083172"
White Mid Rise Paisley Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Sanganeri Hand Block Print,Primary Fabric: 100% Cotton - Azo-Free Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,This garment is Hand Embroidered,Pattern: Paisley, Contemporary,Color: White, Pink,Lace: Block-Printed Lace,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Banded waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Tie-Up at waist","3,800","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-799175_160x.jpg?v=1626371001,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-554380_160x.jpg?v=1626371001,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-425966_160x.jpg?v=1626371001,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-622898_160x.jpg?v=1626371001,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-684463_160x.jpg?v=1626371001"
Pink Flannel Convertible Pant Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: English Rose,Button Type: Shell,Style: Convertible Straight Cargo Pant Shorts,Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Exposed Zip at Front","4,630","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-594018_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-350128_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-534875_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-953105_160x.jpg?v=1625989309,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-491116_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-111323_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-179966_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-300373_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-232445_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-443566_160x.jpg?v=1625989303,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-800316_160x.jpg?v=1625989309,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-868160_160x.jpg?v=1625989309,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-535055_160x.jpg?v=1625989303"
Teal Blue Comfort Fit Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed,Pattern: Solid,Color: Teal,Style: Short, Straight ,Length: ,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit","1,900","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-596694_160x.jpg?v=1611244484,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-293275_160x.jpg?v=1611244484,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-778495_160x.jpg?v=1611244484,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-806010_160x.jpg?v=1611244484,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-111204_160x.jpg?v=1611244484"
Violet Striped Mangalgiri Cotton Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Mangalgiri - Yarn Dyed, Woven in Chinnalapatti (Tamil Nadu),Pattern: Stripes,Color: Violet,Style: Short,Length: Mid-Thigh Length,High Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Pin Tucks at front","3,440","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-603837_160x.jpg?v=1625991042,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-544081_160x.jpg?v=1625991042,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-111444_160x.jpg?v=1625991042,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-273810_160x.jpg?v=1625991042,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-948141_160x.jpg?v=1625991042"
Navy Blue Striped Paneled Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed,Pattern: Stripes,Color: Navy Blue,Style: Paneled, Short,Length: Mid-Thigh Length,Mid Rise waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Elasticated at Side Panels of Waist","2,580","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-861032_160x.jpg?v=1611241305,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-643629_160x.jpg?v=1611241305,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-446502_160x.jpg?v=1611241305,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-340285_160x.jpg?v=1611241305,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-653218_160x.jpg?v=1611241305,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-919867_160x.jpg?v=1611241305"
Handspun Brown Flared Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),This is a lined garment,Pattern: Solid,Color: Brown,Style: Flared,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit","3,720","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-171324_160x.jpg?v=1626080841,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-875565_160x.jpg?v=1626080841,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-517788_160x.jpg?v=1626080841,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-183739_160x.jpg?v=1626080841,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-563954_160x.jpg?v=1626080841,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-643506_160x.jpg?v=1626080841"
Teal Blue Low Rise Short Cotton Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Teal,Button Type: Shell,Style: Short,Length: Mid-Thigh Length,Low Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at waist,Functional Specialty: Curved Hem","3,140","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-147767_160x.jpg?v=1625993203,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-543892_160x.jpg?v=1625993203,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-142755_160x.jpg?v=1625993203,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-592756_160x.jpg?v=1625993203,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-223174_160x.jpg?v=1625993203"
