Title,Description_1,Description_2,Price,Image_urls
Bagru Block Print Mustard Straight Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Bagru Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan),Pattern: Paisley, Contemporary, Traditional,Color: Mustard,Button Type: Shell,Style: Short, Straight ,Length: Mid-Thigh Length,High Rise waist,Banded Waist,This garment has Slash Pocket, Welt Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Slim Fit,Belt Loops ,Exposed Zip at The Front","3,540","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mustard-paisley-straight-short-shorts-short-shorts-542898_160x.jpg?v=1625993460,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mustard-paisley-straight-short-shorts-short-shorts-439136_160x.jpg?v=1625993460,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mustard-paisley-straight-short-shorts-short-shorts-882396_160x.jpg?v=1625993460,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mustard-paisley-straight-short-shorts-short-shorts-516913_160x.jpg?v=1625993460,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mustard-paisley-straight-short-shorts-short-shorts-362635_160x.jpg?v=1625993460"
Powder Pink Handspun Mid Rise Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Muslin - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),This is a lined garment,Pattern: Checks,Color: Powder Pink,Style: Paneled,Length: Micro Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at waist","4,450","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-609353_160x.jpg?v=1626282304,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-274630_160x.jpg?v=1626282304,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-267122_160x.jpg?v=1626282304,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-778319_160x.jpg?v=1626282304,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-957734_160x.jpg?v=1626282304"
Brick Red Block Print Floral Hot Pants  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Bagru Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan),Pattern: Floral, Contemporary,Color: Brick Red,Style: Hot Pants,Length: Mid-Thigh Length,Mid Rise waist,Waistbandless,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Slim Fit,Exposed Zip at the Front,Belt Loops ","2,760","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-hot-pants-hot-pants-shorts-329598_160x.jpg?v=1626171553,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-hot-pants-hot-pants-shorts-731406_160x.jpg?v=1626171553,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-hot-pants-hot-pants-shorts-145244_160x.jpg?v=1626171553,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-hot-pants-hot-pants-shorts-287497_160x.jpg?v=1626171553,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-hot-pants-hot-pants-shorts-203071_160x.jpg?v=1626171553"
Ash Grey Flannel Convertible Pant Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: Ash Grey,Button Type: Shell,Style: Convertible Straight Cargo Pant Shorts,Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Exposed Zip at Front","4,630","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-753382_160x.jpg?v=1630140008,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-251847_160x.jpg?v=1611242357,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-143366_160x.jpg?v=1611242357,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-352315_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-380806_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-199819_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-281145_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-784625_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-184982_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401506_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-278156_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-497811_160x.jpg?v=1611242358,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401993_160x.jpg?v=1611242358"
Mint Green Cotton Chambray Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed,This is a lined garment,Pattern: Solid,Color: Mint Green,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Gathers at front","3,200","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-179758_160x.jpg?v=1626280045,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-310386_160x.jpg?v=1626280045,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-632889_160x.jpg?v=1626280045,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-532215_160x.jpg?v=1626280045,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-981076_160x.jpg?v=1626280045,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-542178_160x.jpg?v=1626280045"
Mint Green Tie and Dye Bermuda Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Tie Dye,Primary Fabric: 100% Cotton - Hand Tie Dyed in Sanganer (Rajasthan),This is a lined garment,Pattern: Solid, Stripes,Color: Mint Green,Button Type: Shell,Style: Bermuda,Length: Above-The-Knee,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Loose Fit,Drawstring at waist","2,970","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-467772_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-662673_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-491595_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-871514_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-446455_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-906073_160x.jpg?v=1625990180,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-950368_160x.jpg?v=1625990180"
Warm Dusk Beige Cotton Flannel Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: Dusk Beige,Button Type: Coconut,Style: Short,Length: Mid-Thigh Length,High Rise waist,Banded waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Slim Fit,Exposed Zip at Front","3,390","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-198205_160x.jpg?v=1626083754,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-293835_160x.jpg?v=1626083754,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-925155_160x.jpg?v=1626083754,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-145757_160x.jpg?v=1626083754,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-113220_160x.jpg?v=1626083754"
Sky Blue Crinkled Cotton Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Crinkled,Pattern: Stripes,Color: Sky Blue,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Translucent,Comfort Fit,Gathers at waist","3,520","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-561579_160x.jpg?v=1625850697,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-462658_160x.jpg?v=1625850697,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-521363_160x.jpg?v=1625850698,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-106361_160x.jpg?v=1625850697,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-284311_160x.jpg?v=1625850697,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-262102_160x.jpg?v=1625850697,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-656328_160x.jpg?v=1625850698"
Olive Green Cotton Straight Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Olive Green,Style: Straight ,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at Waist","1,880","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-148624_160x.jpg?v=1611242437,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-974322_160x.jpg?v=1611242437,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-403116_160x.jpg?v=1611242437,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-685767_160x.jpg?v=1611242437,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-553617_160x.jpg?v=1611242437"
Floral Block Print Comfort Fit Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Bagru Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan),Pattern: Floral, Contemporary,Color: Beige,Style: Short,Length: Micro Length,Mid Rise waist,Full Elasticated Waist,This garment has Patch Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Elasticized Drawstring at Waist","2,670","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-756458_160x.jpg?v=1625850454,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-835454_160x.jpg?v=1625850454,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-894813_160x.jpg?v=1625850454,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-799069_160x.jpg?v=1625850454,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-609254_160x.jpg?v=1625850454"
Orange Handspun Mirror Work Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),Pattern: Solid,Color: Melon Orange,Button Type: Shell,Style: Straight ,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Patch Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Exposed Zip at front","3,040","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-526328_160x.jpg?v=1625849349,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-733057_160x.jpg?v=1625849349,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-767842_160x.jpg?v=1625849349,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-888758_160x.jpg?v=1625849349,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-904666_160x.jpg?v=1625849349"
Dusk Beige Cotton Corduroy Baggy Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Corduroy,Pattern: Solid, Stripes,Color: Dusk Beige,Button Type: Shell,Style: Baggy, Pleated,Length: Mid-Thigh Length,High Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Exposed Zip at Front,Functional Specialty: Fold Up Hem","3,200","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-226961_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-687982_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-996234_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-623110_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-204099_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-282944_160x.jpg?v=1625992953,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/dusk-beige-cotton-corduroy-baggy-shorts-baggy-shorts-419602_160x.jpg?v=1625992953"
Kashish Dabu Print High-Rise Comfort Fit Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Dabu Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,Pattern: Botanical, Floral,Color: Beige,Style: Short,Length: Mid-Thigh Length,High Rise waist,Waistbandless,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Tie-Up at Waist,Concealed Zip at The Left,Cord Piping ","2,800","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-688473_160x.jpg?v=1626279264,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-949083_160x.jpg?v=1626279264,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-614146_160x.jpg?v=1626279264,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-154987_160x.jpg?v=1626279264,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-547297_160x.jpg?v=1626279264"
Blue Vegetable Dyed Straight Fit Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu),Pattern: Solid,Color: Blue,Style: Straight ,Length: Mid-Thigh Length,Mid Rise waist,Banded waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Concealed Zip at left,Knife Pleats at Front","4,020","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-vegetable-dyed-straight-fit-shorts-straight-shorts-966099_160x.jpg?v=1625850728,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-vegetable-dyed-straight-fit-shorts-straight-shorts-990368_160x.jpg?v=1625850728,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-vegetable-dyed-straight-fit-shorts-straight-shorts-233822_160x.jpg?v=1625850728,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-vegetable-dyed-straight-fit-shorts-straight-shorts-658341_160x.jpg?v=1625850728,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-vegetable-dyed-straight-fit-shorts-straight-shorts-695362_160x.jpg?v=1625850728"
Vintage Plum Handspun 100% Cotton Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),Pattern: Solid,Color: Vintage Plum,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket, Mobile Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Relaxed Fit","2,520","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-924665_160x.jpg?v=1630997464,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-315436_160x.jpg?v=1630997464,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-694209_160x.jpg?v=1630997465,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-668443_160x.jpg?v=1630997465,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-784411_160x.jpg?v=1630997465,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-139867_160x.jpg?v=1630997465"
Beige Kalamkari Comfort Fit Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Craft: Kalamkari Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Hyderabad (Telangana),Pattern: Floral, Traditional, Stripes,Color: Beige, Faded Indigo,Style: Curved Hem ,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit","2,630","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-967022_160x.jpg?v=1625847178,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-541711_160x.jpg?v=1625847179,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-160100_160x.jpg?v=1625847178,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-205281_160x.jpg?v=1625847178,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-175263_160x.jpg?v=1625847178,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-919646_160x.jpg?v=1625847179"
Musturd Gold Handspun 100% Cotton Short Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),Pattern: Solid,Color: Mustard Gold,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket, Mobile Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Relaxed Fit","2,520","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-407890_160x.jpg?v=1630997461,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-677556_160x.jpg?v=1630997461,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-160852_160x.jpg?v=1630997461,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-903652_160x.jpg?v=1630997461,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-391490_160x.jpg?v=1630997462"
Indigo Cotton Denim Paneled Shorts  ,"Available for Waist 19"" - 63"" | Petite - Tall","Primary Fabric: 100% Cotton Denim,This garment is Hand Embroidered,Pattern: Solid,Color: Indigo,Button Type: Metal,Style: Paneled, Short,Length: Mid-Thigh Length,Mid Rise waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Exposed Zip at Front","3,400","https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-298788_160x.jpg?v=1611240888,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-618394_160x.jpg?v=1611240888,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-946396_160x.jpg?v=1611240888,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-884463_160x.jpg?v=1611240888,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-926446_160x.jpg?v=1611240888,https://cdn.shopify.com/s/files/1/0534/2501/2925/products/indigo-cotton-denim-paneled-shorts-paneled-shorts-272301_160x.jpg?v=1611240888"
